Date,Year,Type,Area,Location,Sex,Injury,Fatal,Time,Species,AgeGroup,ActivityGroup,CleanedCountry,TimeOfDay,TimePeriod,country
,1918.0,Unprovoked,Hawaii,Papaikou Plantation ,Male,Fatal injury,True,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
,1918.0,Sea Disaster,60 Miles North Of San Domingo In The West Indies,Muchoir Banks,Male,Fatal injury,True,,Tiger Shark,,On Boat,Caribbean,Unknown,Unknown,Unknown
1918-09-19,1918.0,Unprovoked,Queensland,Townsville,Male,Fatal injury,True,,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1918-03-22,1918.0,Unprovoked,New South Wales,Newcastle,Male,Unknown,False,18h00,Unknown Shark,,In Water,Oceania,Evening,Evening,Unknown
,1918.0,Unprovoked,Queensland,Near Cairns,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1917-12-15,1917.0,Unprovoked,Western Australia,Port Hedland,Male,Unknown,False,05h00,Unknown Shark,,In Water,Oceania,Morning,Overnight,Unknown
,1917.0,Unprovoked,Maputo Province,Off Inhaca Island,Male,Fatal injury,True,Night,Unknown Shark,,Other/Unknown,Africa,Overnight,Overnight,Unknown
1917-09-21,1917.0,Unprovoked,New Jersey,"Sea Bright, Monmouth County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1917-09-09,1917.0,Provoked,Hawaii,"Nanakuli, OahÂU",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1917.0,Unprovoked,Colon,,Male,Fatal injury,True,,Unknown Shark,,In Water,Central America,Unknown,Unknown,Unknown
1917-07-18,1917.0,Unprovoked,Florida,Florida Keys ,Male,Fatal injury,True,Afternoon,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
1917-07-15,1917.0,Sea Disaster,Off Ireland,82 Miles From Fastnet,Male,Fatal injury,True,Morning,Unknown Shark,,Other/Unknown,Europe,Morning,Morning,Unknown
1917-06-03,1917.0,Unprovoked,South Carolina,Calibogue Sound,Male,Unknown,False,P.M.,Unknown Shark,,In Water,Other/Unknown,Unknown,Afternoon,Unknown
1917-05-31,1917.0,Unprovoked,Luzon Island,Canacao Bay,Male,Fatal injury,True,17h45,Unknown Shark,,In Water,Asia,Afternoon,Evening,Unknown
,1917.0,Unprovoked,,,Male,Unknown,False,,Unknown Shark,,In Water,Asia,Unknown,Unknown,Unknown
,1917.0,Unprovoked,Mediterranean Sea,Tripoli,Male,Unknown,False,,Unknown Shark,,In Water,Africa,Unknown,Unknown,Unknown
1916-12-30,1916.0,Unprovoked,Queensland,"Yeppoon, Near Ross Creek",Male,Unknown,False,A.M.,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1916-12-08,1916.0,Unprovoked,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Male,Fatal injury,True,09h00,Unknown Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
1916-12-08,1916.0,Unprovoked,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Female,Unknown,False,08h58,Unknown Shark,,In Water,Oceania,Morning,Morning,Unknown
1916-11-15,1916.0,Provoked,,Panama Canal,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Central America,Unknown,Unknown,Unknown
1916-11-10,1916.0,Unprovoked,Queensland,Townsville,Male,Fatal injury,True,06h00,Unknown Shark,,In Water,Oceania,Morning,Morning,Unknown
1916-11-09,1916.0,Unprovoked,Queensland,"Kissing Point Camp, Townsville",Male,Fatal injury,True,Evening,Unknown Shark,Adult,Other/Unknown,Oceania,Evening,Evening,Unknown
1916-10-11,1916.0,Provoked,Florida,"SewellÂS Point, Near Palm Beach",Male,Fatal injury,True,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
,1916.0,Unprovoked,Louisiana,Grand Lake,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1916-07-26,1916.0,Unprovoked,North Carolina,"Atlantic, Near New Bern, Craven County",Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1916-07-13,1916.0,Invalid,New York,"Sheepshead Bay, Brooklyn",Female,No injury,False,10h00,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,Unknown
1916-07-13,1916.0,Unprovoked,New York,"Sheepshead Bay, Brooklyn",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1916-07-12,1916.0,Unprovoked,New Jersey,"In Matawan Creek, Off Nj Clay Company Brickyards At Cliffwood, Monmouth County, 9.5 Miles From The Sea, Monmouth County",Male,Unknown,False,,Unknown Shark,Child,In Water,Other/Unknown,Unknown,Unknown,Unknown
1916-07-12,1916.0,Unprovoked,New Jersey,"Matawan Creek, 10 Miles From The Sea, Monmouth County",Male,Fatal injury,True,,Unknown Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,Unknown
1916-07-12,1916.0,Unprovoked,New Jersey,"Matawan Creek, 10 Miles From The Sea, Monmouth County",Male,Fatal injury,True,A.M.,Unknown Shark,Child,In Water,Other/Unknown,Unknown,Unknown,Unknown
1916-07-11,1916.0,Sea Disaster,,50 Miles Off Bahamas,Male,Fatal injury,True,,Unknown Shark,,On Boat,North America,Unknown,Unknown,Unknown
1916-07-08,1916.0,Unprovoked,Gran Canaria,Las Palmas,Male,Unknown,False,,Unknown Shark,,In Water,Europe,Unknown,Unknown,Unknown
1916-07-07,1916.0,Unprovoked,Luzon Island,"Olongapo Harbor, Subic Bay",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1916-07-06,1916.0,Unprovoked,New Jersey,"Spring Lake, Monmouth County",Male,Fatal injury,True,Afternoon,Great White Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1916-07-01,1916.0,Unprovoked,New Jersey,"Beach Haven, Ocean County",Male,Fatal injury,True,17h00,Great White Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,Unknown
1916-06-30,1916.0,Unprovoked,New Jersey,"Atlantic City, Atlantic County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1916.0,Unprovoked,,,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Ocean,Unknown,Unknown,Unknown
1916-06-23,1916.0,Provoked,Florida,,Male,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1916.0,Unprovoked,New South Wales,Manley Beach,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1916-04-03,1916.0,Unprovoked,Victoria,Carrum,Male,Fatal injury,True,,Unknown Shark,Teen,On Boat,Oceania,Unknown,Unknown,Unknown
1916-03-19,1916.0,Unprovoked,New South Wales,Curl Curl,Male,Minor injury,False,15h30,Unknown Shark,,Other/Unknown,Oceania,Afternoon,Afternoon,Unknown
,1915.0,Unprovoked,Torres Strait, Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1915-11-10,1915.0,Unprovoked,Queensland,"Cabbage Tree Creek, Sandgate",Male,Unknown,False,,Unknown Shark,Child,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1914-11-08,1915.0,Unprovoked,New South Wales,Manly,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1915-08-03,1915.0,Unprovoked,Florida,"St. Augustine, St Johns County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1915.0,Unprovoked,Tamaulipas,Tampico,Male,Fatal injury,True,,Unknown Shark,,On Boat,North America,Unknown,Unknown,Unknown
,1915.0,Unprovoked,,Santa Maria Bar,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
,1915.0,Invalid,,Alexandria,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Africa,Unknown,Unknown,Unknown
1915-03-29,1915.0,Unprovoked,Torres Strait,Near Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1915-02-06,1915.0,Unprovoked,Queensland,Wynnum-Manley,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1915-01-13,1915.0,Invalid,North Island,Otaki,Male,Unknown,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
1915-01-01,1915.0,Unprovoked,New South Wales,"Sirius Cove, Sydney Harbor",Male,Fatal injury,True,,Unknown Shark,Teen,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1915.0,Invalid,Florida,"Soldier Key, Miami-Dade County",Male,Fatal injury,False,,Great White Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1914.0,Unprovoked,Queensland,Magnetic Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1914-10-17,1914.0,Sea Disaster,Apolima Strait,Opposite Apelima &  Manona,Female,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1914.0,Unprovoked,Kingston Parish,Port Royal,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Caribbean,Unknown,Unknown,Jamaica
1914-09-09,1914.0,Unprovoked,Louisiana,Lake Pontchartrain,Male,Fatal injury,True,,Unknown Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1914.0,Unprovoked,Zadar County,Biograd Na Moru,Female,No injury,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1914.0,Provoked,Louisiana,New Orleans,Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1914-07-07,1914.0,Unprovoked, Primorje-Gorski Kotar County,Rijeka,Male,No injury,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
1914-06-13,1914.0,Boating,Adriatic Sea,Between St. Stjepan And Budva,Male,No injury,False,07h00,Unknown Shark,,On Boat,Europe,Morning,Morning,Unknown
1914-06-10,1914.0,Unprovoked,Victoria,Sandringham,Male,Fatal injury,True,Afternoon,Unknown Shark,Adult,Other/Unknown,Oceania,Afternoon,Afternoon,Unknown
1914-05-31,1914.0,Sea Disaster,South Province,Noumea,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1914-05-14,1914.0,Provoked,Florida,"Boca Ciega Bay, Pinellas County",Female,Unknown,False,Afternoon,Unknown Shark,,On Boat,Other/Unknown,Afternoon,Afternoon,Unknown
,1914.0,Invalid,Florida,"St. Augustine, St Johns County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1914.0,Sea Disaster,Essequibo,Essequibo River Mouth,Male,Fatal injury,True,,Unknown Shark,,On Boat,South America,Unknown,Unknown,Unknown
1914-03-03,1914.0,Unprovoked,Hawaii,"Honomu, Hawai'I",Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1914.0,Unprovoked,South Australia,Marion Bay,Male,Unknown,False,,Tiger Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1914.0,Unprovoked,New South Wales,Paramatta River,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1914.0,Unprovoked,Queensland,Brisbane,Female,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1914.0,Unprovoked,Kwazulu-Natal,Durban,Female,Unknown,False,,Unknown Shark,,Other/Unknown,Unknown,Unknown,Unknown,South Africa
,1913.0,Provoked,Florida,"Palm Beach, Palm Beach County",Unknown,No injury,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,United States
,1913.0,Sea Disaster,,Off Neuvitas,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
1913-11-27,1913.0,Unprovoked,Lagos ,Lagos,Male,Fatal injury,True,,Unknown Shark,,On Boat,Africa,Unknown,Unknown,Unknown
1913-11-21,1913.0,Unprovoked,Queensland,"Sandgate Jetty, Brisbane",Male,Unknown,False,,Unknown Shark,Child,In Water,Oceania,Unknown,Unknown,Unknown
1913-09-21,1913.0,Unprovoked,Florida,"West Palm Beach, Palm Beach County",Male,Unknown,False,,Hammerhead Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1913-09-03,1913.0,Provoked,Istria County,Pula,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1913.0,Invalid,New Jersey,"Lavalette, Ocean County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1913.0,Invalid,New Jersey,"Spring Lake, Monmouth County",Female,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1913-08-26,1913.0,Invalid,Trieste,,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1913.0,Unprovoked,South Carolina,Charleston,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
,1913.0,Unprovoked,,Port Limon,Male,Fatal injury,True,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
1913-05-21,1913.0,Provoked,Florida,"John'S Pass, Pinellas County",Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1913-05-02,1913.0,Provoked,New South Wales,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1913-03-27,1913.0,Unprovoked,Upolu Island,Apia Harbor,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1913.0,Unprovoked,Torres Strait,Thursday Island,Male,Unknown,False,,Tiger Shark,,In Water,Oceania,Unknown,Unknown,Australia
,1913.0,Unprovoked,Saint-Denis,Barachoise Bridge,Male,Fatal injury,True,,Unknown Shark,,In Water,Africa,Unknown,Unknown,Unknown
,1913.0,Unprovoked,5Aint-Denis,Barachois,Male,Fatal injury,True,,Unknown Shark,,In Water,Africa,Unknown,Unknown,Unknown
,1913.0,Unprovoked,Victoria,Brighton,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1912.0,Sea Disaster,,,Female,Fatal injury,True,,Unknown Shark,Teen,In Water,Asia,Unknown,Unknown,Unknown
1912-08-30,1912.0,Unprovoked,Georgia,"Tybee Island, Chatham County",Male,Fatal injury,True,,Unknown Shark,Child,In Water,Other/Unknown,Unknown,Unknown,United States
1912-07-23,1912.0,Unprovoked,South Carolina,Sullivan'S Island,Male,Unknown,False,Afternoon,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
,1912.0,Unprovoked,Central Province,Savo,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1912-05-04,1912.0,Invalid,Kwazulu-Natal,Durban,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Unknown,Unknown,Unknown,South Africa
1912-03-18,1912.0,Unprovoked,North Island,Takapuna,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1912-02-22,1912.0,Provoked,Western Australia,Bunbury,Male,No injury,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1912-02-19,1912.0,Unprovoked,New South Wales,Coogee,Male,Unknown,False,16h00,Unknown Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
1912-02-03,1912.0,Unprovoked,South Province,Noumea,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1912-01-26,1912.0,Unprovoked,New South Wales,"Fig Tree Bridge, Lane Cove River, Near Sydney ",Male,Fatal injury,True,15h00,Whale Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
,1912.0,Unprovoked,Viti Levu Group,Beqa,Male,Fatal injury,True,,Unknown Shark,Child,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1912-01-06,1912.0,Unprovoked,New South Wales,Sydney Harbor,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1912-01-01,1912.0,Unprovoked,Queensland,Ross Creek,Male,Fatal injury,True,Morning,Unknown Shark,,Other/Unknown,Oceania,Morning,Morning,Unknown
,1912.0,Unprovoked,Balearics,Isla Cabrera,Male,Fatal injury,True,,Great White Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
1911-11-08,1911.0,Invalid,Florida,"Pensacola Bay, Escambia County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
1911-10-26,1911.0,Unprovoked,South Carolina,Off Charleston,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1911-10-25,1911.0,Unprovoked,Queensland,Great Barrier Reef,Male,Unknown,False,Evening,Unknown Shark,Adult,In Water,Oceania,Evening,Evening,Australia
1911-09-23,1911.0,Unprovoked,Texas,Galveston Ship Channel,Male,Fatal injury,True,Early morning,Unknown Shark,,Other/Unknown,Other/Unknown,Morning,Morning,Unknown
1911-09-20,1911.0,Unprovoked,Florida,"Pensacola Bay, Escambia County",Male,Fatal injury,True,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,United States
1911-09-17,1911.0,Unprovoked,Florida,"Pablo Beach, Jacksonville, Duval County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1911.0,Unprovoked,MÃ¡laga ,Ceuta,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1911.0,Provoked,Delaware,Delaware Lightship,Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1911-05-09,1911.0,Unprovoked,Western Cape Province,Victoria Bay,Male,Fatal injury,True,"""Early evening""",Unknown Shark,Senior,Other/Unknown,Unknown,Evening,Evening,Unknown
,1911.0,Provoked,Texas,"Rockport, Aransas County",Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1911-05-01,1911.0,Unprovoked,Western Cape Province,Victoria Bay,Male,Fatal injury,True,,Unknown Shark,,In Water,Unknown,Unknown,Unknown,Unknown
,1911.0,Boating,Chatham Islands,,Unknown,No injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
,1911.0,Unprovoked,Torres Strait,Thursday Island,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1911-01-04,1911.0,Sea Disaster,Western Australia,Off Legendre Island,Male,Minor injury,False,,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1911.0,Unprovoked,Texas,"Texas City, Galveston",Male,Minor injury,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1911.0,Unprovoked,North Island,"Manukau Harbor, 6 Miles South Of Auckland",Male,Fatal injury,True,,Unknown Shark,Adult,On Boat,Oceania,Unknown,Unknown,Unknown
,1910.0,Invalid, Primorje-Gorski Kotar County,Rijeka,Male,Fatal injury,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1910.0,Sea Disaster,Western Australia,Fremantle,Male,Fatal injury,True,,Unknown Shark,,Accident/Survival,Oceania,Unknown,Unknown,Unknown
1910-11-28,1910.0,Provoked,Georges Bank,,Male,Unknown,False,,Angel Shark,,On Boat,Ocean,Unknown,Unknown,Unknown
1910-11-24,1910.0,Unprovoked,Queensland,Mackay,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1910.0,Unprovoked,,Labarra,Male,Unknown,False,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
,1910.0,Sea Disaster,Zambesi River,Portuguese Territory,Unknown,Fatal injury,True,,Unknown Shark,,On Boat,Africa,Unknown,Unknown,Unknown
,1910.0,Invalid,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1910-03-31,1910.0,Unprovoked,ColÃ³n Province,Cristobal,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Central America,Unknown,Unknown,Unknown
1910-03-08,1910.0,Unprovoked,North Island,"Waikanae Beach, Gisborne",Male,Unknown,False,Evening,Unknown Shark,,In Water,Oceania,Evening,Evening,Unknown
,1910.0,Invalid,Hawaii,"Pearl Harbor, O'Ahu",Male,No injury,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1910.0,Unprovoked,Western Australia,Bunbury,Male,Unknown,False,Night,Unknown Shark,,Other/Unknown,Oceania,Overnight,Overnight,Australia
1910-01-26,1910.0,Unprovoked,New South Wales,Newcastle Harbor,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1910.0,Invalid,Hawaii,"Hilo, Hawai'I",Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
,1910.0,Unprovoked,Luzon Island,"Polinao Point, Manila",Male,Unknown,False,,Unknown Shark,,In Water,Asia,Unknown,Unknown,Unknown
,1909.0,Unprovoked,Florida,"16 Miles North Of Fort Pierce Inlet, Indian River County ",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1909.0,Unprovoked,New South Wales,20 Miles Off Sydney,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1909-12-05,1909.0,Provoked,New South Wales,Bondi,Male,Unknown,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Australia
,1909.0,Sea Disaster,30 Nm From Singapore,Rhio Strait,Unknown,Fatal injury,True,,Unknown Shark,,On Boat,Asia,Unknown,Unknown,Unknown
,1909.0,Provoked,Delaware,"Lewes, Sussex County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1909-08-13,1909.0,Unprovoked,Florida,"Pensacola Bay, Escambia County",Male,Fatal injury,True,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,United States
1909-07-24,1909.0,Unprovoked,New York,Rockaway,Male,Unknown,False,Afternoon,Unknown Shark,,On Boat,Other/Unknown,Afternoon,Afternoon,United States
1909-07-15,1909.0,Unprovoked,Florida,"Panama City, Bay County",Male,Unknown,False,,Unknown Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,United States
,1909.0,Unprovoked,Guerrero,Zacatula,Female,Fatal injury,True,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
1909-06-26,1909.0,Unprovoked,Western Cape Province,Cape Town,Male,Unknown,True,,Unknown Shark,,Other/Unknown,Unknown,Unknown,Unknown,Unknown
1909-06-18,1909.0,Sea Disaster,Queensland,"Middleton Reef, 300 Nm From Brisbane",Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1909.0,Provoked,Andalucia,"Puente Mayorga, San Roque, CÃ¡diz",Male,No injury,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
1909-04-10,1909.0,Invalid,Hawaii,"Pa'Uwela, Maui",Female,Unknown,False,,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
